Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi_Reading1,Onyomi_Reading2,Kunyomi_Reading1,Kunyomi_Reading2,Mnemonic,Notes
1380,1243,"賠",Kanji,compensation,,,"貝","咅",,,money,shout,,,BAI,,,,"Compensation.m in the form of money.r because he shouted.r at me. #Bye.o Bye.o as verbal harrasment.",
1381,1431,"培",Kanji,foster,,,"土","咅",,,ground,shout,,,BAI,,tsuchika.u,,"Foster.m the ground.r and shout.r with joy, #BYE.o BYE.o! to famine.",
1382,1051,"盗",Kanji,steal,,,"次","皿",,,next,plate,,,TOU,,nusu.mu,nusu.mi,"Steal.m your next.r plate.r of food. Totally.o steal from the news.k media.k.",
1383,712,"盛",Kanji,thrive,,,"成","皿",,,become,plate,,,SEI,,mo.ru,saka.n,"If he thrives.m he becomes.r able to afford caviar plates.r. They say.o he thrives even more.k in soccer.k ",
1384,1654,"盆",Kanji,basin,,,"分","皿",,,understand,plate,,,BON,,,,"In the basin.m, they understand.r how to cook plates.r. Make a bon.o fire in the basin.",
1385,674,"益",Kanji,benefit,,,"六","丶 ","皿",,six,bloody,plate,,EKI,,ma.su,,"I benefit.m from six.r bloody.r plates.r of steak. Ex.oquisite protein benefits mass.k building.",
1386,838,"温",Kanji,warm,,,"⺡","日","皿",,"water splash",sun,plate,,ON,,atata.meru,atata.meru,"The warm.m water.r in the plate.r boiled in the sun.r. On.o a warm day, attack.k Mari.knes! ",
1387,1517,"湿",Kanji,wet,,,"⺡","日","业",,"water splash",sun,business,,SHITSU,,shime.ru,shime.su,"Wet.m with water.r, I dry in the sun.r minding my business.r. Wet shits.o shimmer.king in the sun.",
1388,1356,"湯",Kanji,"hot water",,,"⺡","昜",,,"water splash",desert,,,TOU,,yu,,"The hot.m water.m splashed.r onto the desert.r, totally.o evaporating before you.k could bathe in it.",
1389,1546,"隻",Kanji,"counter for ships",,,"隹","又",,,turkey,again,,,SEKI,,,,"Counting.m ships.m and turkeys.r again.r. I sectioned.o them into groups.",
1390,351,"護",Kanji,defend,,,"言","隻",,,talk,"counter for ships",,,GO,,mamo.ru,,"Try to defend.m and talk.r your way out. I counted.r the ships.r and some are missing! Go.o defend yourself in court!",
1391,1605,"灯",Kanji,lamp,,,"火","丁",,,fire,street,,,TOU,,hi,,"The lamps'.m fire.r lit the streets.r. The lamps totally.o high.klighted the way.",
1392,1777,"炊",Kanji,cook,,,"火","欠",,,fire,lack,,,SUI,,ta.ku,,"We cook.m over a fire.r for a lack.r of grills. The Swiss.o cook tacos.k too.",
1393,1565,"煮",Kanji,boil,,,"者","⺣",,,professional,"bottom fire",,,SHA,,ni.eru,ni.ru,"Boiled.m by a professional.r over fire.r. The sha.oman boiled near.k the flames.",
1394,401,"然",Kanji,natural,,,"夕","犬","⺣",,evening,dog,"bottom fire",,ZEN,NEN,shika.shi,shika.ri,"Naturally.m, in the evening.r dogs.r will nap by a fire.r. The Zen.o monk naturally shakes.k.","The 'evening', 夕, radical on the right has an extra stroke."
1395,1558,"庶",Kanji,bastard,,,"广","廿","⺣",,"bloody cliff",score,"bottom fire",,SHO,,,,"The bastard.m was flung off a bloody.r cliff.r for scores.r of crimes, roasted in a fire.r, and shot.o.",
1396,370,"席",Kanji,mat,,,"广","廿","巾",,"bloody cliff",score,textile,,SEKI,,mushiro,,"The mat.m covering the bloody.r cliff.r is made of scores.r of textiles.r. Each section.o of the mat.",
1397,1264,"稼",Kanji,earn,,,"禾","家",,,grain,home,,,KA,,kase.gu,,"The earnings.m from grain.r fed my home.r. In Ca.onada, there are also cases.k of.k goo.kd earnings.",
1398,1291,"縁",Kanji,rim,,,"糸","ヨ","豕",,thread,bristles,pig,,EN,,fuchi,,"The thin rim.m like threads.r from bristles.r made of pig.r hair. I en.ojoy licking fuchsia.k rims.",
1399,546,"録",Kanji,record,,,"金","隶",,,gold,slave,,,ROKU,,,,"A record.m inscribed in gold.r was carved by a slave.r. A rock.o preserved the record.",
1400,856,"像",Kanji,statue,,,"⺅","象",,,"standing man",elephant,,,ZOU,,,,"There's a statue.m of a standing.r man.r riding an elephant.r in the zoo.o.",
1401,2230,"逐",Kanji,commit,,,"豕","⻌",,,pig,motion,,,CHIKU,,,,"We commit.m to put pig.r slaughtering in motion.r. We also commit to slay baby chicks.o.",
1402,1423,"遂",Kanji,accomplish,,,"丷","豕","⻌",,horny,pig,motion,,SUI,,toge.ru,tsui.ni,"Accomplish.m much with horny.r pigs.r. The Swiss.o stunningly.k accomplish much toge.kther.",
1403,605,"隊",Kanji,squad,,,"⻖","丷","豕",,town,horny,pig,,TAI,,,,"The squad.m marched into town.r like horny.r pigs.r. The squad wanted tight.o pussy.",
1404,1864,"豚",Kanji,pork,,,"月","豕",,,organ,pig,,,TON,,buta,,"Pork.m organs.r from pigs.r are juicy. Put a ton.o of butter.k on the pork.",
1405,1477,"脈",Kanji,vein,,,"月","𠂢",,,organ,massacre,,,MYAKU,,suji,,"Veins.m and organs.r sliced in the massacre.r. My.o acute.o sugge.kstion is to bandage the veins.",
1406,1387,"肺",Kanji,lung,,,"月","市",,,organ,city,,,HAI,,,,"The lungs.m are the organ.r that suffers the most in cities.r at high.o altitude.",
1407,2419,"袁",Kanji,kimono,,,"土","口","衣",,ground,mouth,clothes,,EN,,,,"A kimono.m drags on the ground.r. A mouth.r complains about clothes.r. En.ojoy wearing a kimono.",
1408,628,"園",Kanji,park,,,"囗","袁",,,box,kimono,,,EN,,sono,,"A park.m is green box.r to stroll in kimonos.r. The park en.oclosed citizens from sound.k.",
1409,887,"遠",Kanji,far,,,"袁","⻌",,,kimono,motion,,,EN,ON,too.i,,"Far.m distances wrinkle kimonos.r with all the motion.r. I en.joy far walks on.o the beach with a toy.k poodle.",
1410,576,"速",Kanji,fast,,,"束","⻌",,,bundle,motion,,,SOKU,,sumi.yaka,haya.i,"With fast.m motion.r, he snatched the bundle.r. Thin socks.o make for fast feet in summer.k hay.k.",
1411,2209,"伺",Kanji,inquire,,,"⺅","司",,,"standing man",director,,,SHI,,ukaga.u,,"Don't inquire.m if the standing.r man.r is the director.r. She.o in particular, may cage.k you.k for inquiring.",
1412,1636,"詞",Kanji,"part of speech",,,"言","司",,,talk,director,,,SHI,,,,"Propper parts.m of.m speech.m when talking.r to the director.r. She.o in particular, uses propper parts of speech.",
1413,1392,"飼",Kanji,reared,,,"食","司",,,eat,director,,,SHI,,ka.u,,"Reared.m to eat.r by the director.r. She.o in particular, rears a cow.k.",
1414,1631,"筒",Kanji,pipe,,,"竹","同",,,bamboo,same,,,TOU,,tsutsu,,"The pipe.m was of bamboo.r, same.r as the cylinder. A totally.o tsustainable.k pipe!",
1415,1505,"銅",Kanji,copper,,,"金","同",,,gold,same,,,DOU,,akagane,,"Copper.m and gold.r aren't the same.r. Less dough.o, one can.k gain.k for copper.",
1416,1668,"桐",Kanji,paulownia,,,"木","同",,,tree,same,,,TOU,,kiri,,"All paulownia.m trees.r aren't the same.r. The total.o number of paulownias is clearly.k huge.",
1417,1904,"胴",Kanji,torso,,,"月","同",,,organ,same,,,DOU,,,,"The torso.m contains organs.r that aren't the same.r. Dough.onuts will fatten the torso.",
1418,1361,"殊",Kanji,unique,,,"歹","朱",,,death,crimson,,,SHU,,koto,,"A uniquely.m nasty affair, death.r is; it's crimson.r ways. We should.o rob his unique coat.k.",
1419,432,"株",Kanji,shares,,,"木","朱",,,tree,crimson,,,SHU,,kabu,,"Shares.m of stock in the tree.r logging company are in crimson.r territory. We should.o sell the shares in the Kabul.k stock exchange.",
1420,1711,"珠",Kanji,jewel,,,"王","朱",,,king,crimson,,,SHU,,tama,,"The jewel.m of the king.r was crimson.r. It should.o also be shaped like a tama.kle.",
1421,1406,"棟",Kanji,"counter for buildings",,,"木","東",,,tree,east,,,TOU,,mune,,"Counting.m buildings.m with trees.r on the east.r side. They totally.o have money.k to live there.",
1422,788,"練",Kanji,practice,,,"糸","東",,,thread,east,,,REN,,ne.ru,,"Practice.m threading.r in the eastern.r style. A quilting ren.oaissance is near.k Practice it.",
1423,1323,"陳",Kanji,exhibit,,,"⻖","東",,,town,east,,,CHIN,,hi.neru,,"I exhibit.m myself to the towns.r out east.r. I exhibited my chin.o and hiney.k.",
1424,382,"線",Kanji,line,,,"糸","泉",,,thread,fountain,,,SEN,,suji,,"A line.m of thread.r thrown into the fountain.r. Send.o me along this line as suggested.k.",
1425,834,"抑",Kanji,"pin down",,,"⺘","卯",,,"left hand",hare,,,YOKU,,osa.eru,,"Pin.m down.m by hand.r, the hares.r. Put a yoke.o on their necks and throw them into the ol'.k sea.k.",
1426,1169,"柳",Kanji,willow,,,"木","卯",,,tree,hare,,,RYUU,,yanagi,,"The willow.m tree.r harbors hares.r. Hence they'll rule.o out felling the willow.",
1427,1754,"餓",Kanji,starve,,,"食","我",,,eat,"I (formal)",,,GA,,u.eru,,"#Starve.m or eat.r?, I.r ponder. Ga.obriel the starving cannibal had a weird.k dilema.",
1428,1659,"飢",Kanji,hungry,,,"食","几",,,eat,table,,,KI,,u.eru,,"If hungry.m, eat.r the food on the table.r. But keep.o the weird.k slurping noises down.",
1429,1193,"飾",Kanji,decorate,,,"食","𠂉","巾",,eat,gun,textile,,SHOKU,,kaza.ru,,"Decorate.m the cake and eat.r it. A gun.r is hidden under the textiles.r. Shock.oing decorations for the Kaiser.k.",
1430,1325,"怖",Kanji,fear,,,"⺖","布",,,"left heart",cloth,,,,,kowa.i,o.jiru,"Fear.m in my heart.r shrouded it like a cloth.r. I'm afraid of kowala.k bears.",
1431,,"𠂉日夂",SPR,dusk,,,"𠂉","日","夂",,gun,sun,late,,FUKU,,,,"At dusk.m, take your gun.r as the sun.r goes down late.r, and charge the fuckers.o!",
1432,438,"復",Kanji,restore,,,"彳","𠂉日夂",,,loiter,dusk,,,FUKU,,mata,,"Restore.m the loitering.r at dusk.r prohibition. The fuckers.o won't restore the matter.k.",
1433,845,"傷",Kanji,wound,,,"⺅","昜",,,"standing man",desert,,,SHOU,,kizu,,"The wounded.m standing.r man.r fired his gun.r in the desert.r. He showed.o his kids.k his wounds.",
1434,915,"複",Kanji,double,,,"⺭","𠂉日夂",,,clothing,dusk,,,FUKU,,,,"Double.m the clothing.r is needed at dusk.r. The fuckers.o wear double layers.",
1435,1813,"肯",Kanji,consent,,,"止","月",,,stop,month,,,KOU,,,,"With consent.m, he stopped.r this month.k He cou.orageously consented to rehabiliate.",
1436,1647,"胃",Kanji,stomach,,,"田","月",,,field,organ,,,I,,,,"Stomachs.m on the fields.r; organs.r spilled. I,.o and.o only.o I.o, can stomach the carnage.",
1437,1286,"腹",Kanji,belly,,,"月","𠂉日夂",,,organ,dusk,,,FUKU,,hara,,"The belly.m organ.r is sacrificed at dusk.r. The fuckers.o slit their bellies during hara.kkiri.!",
1438,1807,"腸",Kanji,entrails,,,"月","昜",,,organ,desert,,,CHOU,,harawata,,"Entrails.m and organs.r all over the desert.r. We choose.o blood and entrails by enlisting in this harrowing.k war.r.",
1439,1449,"胆",Kanji,guts,,,"月","旦",,,organ,dawn,,,TAN,,kimo,,"Guts.m suffer organ.r failure with the dawn's.r solar radiation. Tanning.o leads to gut cancer and chemo.ktherapy.",
1440,1316,"揚",Kanji,hoist,,,"⺘","昜",,,"left hand",desert,,,YOU,,age,,"Hoist.m by hand.r equipment in the desert.r. You,.o and.o only.o you,.o hoist stuff at this age.k.",
1441,1395,"鋭",Kanji,sharp,,,"金","兑",,,gold,cash,,,EI,,surudo.i,,"A sharp.m knife or your gold.r and cash.r. Ei.o#ghty-ei.oght pounds lost to a sharp and sour.k thief.",
1442,1855,"閲",Kanji,check,,,"門","兑",,,gates,cash,,,ETSU,,kemi.suru,,"They check.m at the gates.r for smuggled chash.r. Est.oeem the travelers, but check them for chemicals.k.",
1443,2039,"朋",Kanji,companion,,,"月","月",,,moon,moon,,,HOU,,tomo,,"Like companions.m, the two moons.r traversed the heavens. Like my two hoe.o companions tomorrow.k.","Mostly used as a radical or in names."
1444,778,"崩",Kanji,crumble,,,"山","朋",,,mountain,companion,,,HOU,,kuzu.reru,,"The crumbling.m mountain.r side crushed the companions.r. The two hoes.o crushed were cousins.k.",
1445,1910,"嵐",Kanji,storm,,,"山","風",,,mountain,wind,,,RAN,,arashi,,"A storm.m of fierce mountain.r winds.r. We ran.o away from the h#arassing.k storm.",
1446,2031,"蛍",Kanji,firefly,,,"龸","虫",,,tiara,insect,,,KEI,,hotaru,,"The firelfy.m is a glowing tiara.r-wearing insect.r. Kate.o plays with fireflies in the hotel.k.",
1447,,"鬲",Radical,tripod,,,"一口","冂","儿",T,"one mouth",staple,legs,"letter T",,,,,"A camera on a tripod.m photographed one.r mouth.r. I stapled.r the pic. The tripod's legs.r are shaped like a T.r. ",
1448,481,"融",Kanji,finance,,,"鬲","虫",,,tripod,insect,,,YUU,,to.keru,to.kasu,"Financing.m a tripod.r that looks like an insect.r is something you,.o and.o only.o you.o, can do after toking.k.",
1449,,"冏",Radical,nimble,,,"冂","儿","口",,staple,legs,mouth,,,,,,"The nimble.m clown swallowed staples.r. His legs.r were visible and his mouth.r audible.",
1450,413,"商",Kanji,deal,,,"立","冏",,,"stand up",nimble,,,SHOU,,akina.u,,"After the deal.m, they stood.r up.r and applauded their nimble.r negotiations. A deal is a show.o of acumen.k.",
1451,904,"触",Kanji,touch,,,"角","虫",,,corner,insect,,,SHOKU,,sawa.ru,fu.reru,"Touch.m the corner.r of an insect's.r horn. The shock.o from touching the sewer.k cables electrocutes.",
1452,176,"解",Kanji,untie,,,"角","刀","牛",,corner,sword,cow,,KAI,,to.keru,hodo.keru,"Untie.m and corner.r it. Thrust a sword.r into the cow.r. Untie a kite.o and toke.k some weed. Mayhem.",
1453,,"它",Radical,bang,,,"宀","匕",,,crown,spoon,,,TA,,,,"Bang.m the crown..r with a spoon.r. Tap.o and bang it.",
1454,1721,"蛇",Kanji,snake,,,"虫","它",,,insect,bang,,,TA,,hebi,,"Snakes.m snatch insects.r and bang.r them. Snakes tap.o their heavy.k tails on them.",
1455,1381,"涙",Kanji,tears,,,"⺡","戻",,,"water splash",revert,,,RUI,,namida,,"Tears.m of water.r revert.r to joy. Tears ruin.o the name.k ID.k.",
1456,1285,"堀",Kanji,canal,,,"土","屈",,,ground,yield,,,KUTSU,,hori,,"The canal.m formed on the ground.r yielded.r to nothing. The canal cuts.o through horri.kfic lengths.",
1457,1257,"掘",Kanji,dig,,,"⺘","屈",,,"left hand",yield,,,KUTSU,,ho.ru,,"Dig.m by hand.r until yielding.r to fatigue. Digging cuts.o horror.k into the soil.",
1458,1938,"拙",Kanji,clumsy,,,"⺘","出",,,"left hand",exit,,,SETSU,,tsutana.i,,"A clumsy.m hand.r lets things exit.r from its grasp. It sets.o u.o up as u clumsily stain.k carpets.",
1459,,"夹",Radical,wedge,,,"丷","夫",,,horny,husband,,,KYOU,,,,"The little wedge.m of my horny.r husband.r from Kyoto.o. ;-p",
1460,1346,"狭",Kanji,tight,,,"⺨","夹",,,animal,wedge,,,KYOU,,sema.i,,"Tightly.m, the animals.r are wedged.r in. In Kyoto.o, barns are semi.k-tight.",
1461,1870,"挟",Kanji,pinch,,,"⺘","夹",,,"left hand",wedge,,,KYOU,,hasa.mu,,"Pinch.m it with your hand.r to wedge.r it between your fingers. In Kyoto.o, he who has.k a.k mule.k pinches its ass.",
1462,1833,"峡",Kanji,gorge,,,"山","夹",,,mountain,wedge,,,KYOU,,hazama,,"In the gorges.m of the mountain.r, we were wedged.r in. Kyoto.o has gorges that require hazmat.k suits.",
1463,1364,"溶",Kanji,melt,,,"⺡","容",,,"water splash",contents,,,YOU,,to.keru,to.kasa,"Melt.m it into water.r and pour out the contents.r. You,.o and.o only.o you.o, took.k care.k of melting it.",
1464,1211,"貧",Kanji,poor,,,"分","貝",,,understand,money,,,HIN,BIN,mazushi.i,,"The poor.m don't understand.r money.r. Hin.odered by poverty, they stole from the bin.o to afford a Mazda.k.",
1465,1250,"鎖",Kanji,chains,,,"金","肖",,,gold,resemble,,,SA,,kusari,,"Chains.m of gold.r resemble.r marriage. Sadly.o, I'm chained to cute.k Sally.k.",
1466,1617,"鎮",Kanji,tranquil,,,"金","真",,,gold,truth,,,CHIN,,shizu.meru,,"Tranquility.m is worth gold.r, truth.rfully speaking. I rest my chin.o with tranquility.",
1467,999,"慎",Kanji,careful,,,"⺖","真",,,"left heart",truth,,,SHIN,,tsutsushi.mu,,"A careful.m heart.r considers the truth.r. Shine.o carefully to tsustain.k truth.",
1468,1013,"銃",Kanji,firearm,,,"金","充",,,gold,allot,,,JUU,,tsutsu,,"Firearms.m in exchange for gold.r were alloted.r to us. Jew.oish firearms tsust.kain Jewish hunters.",
1469,1459,"帳",Kanji,notebook,,,"巾","長",,,textile,long,,,CHOU,,tobari,,"The notebook.m was a textile.r rolled into a long.r scroll. We chose.o a guest notebook to.k bar.k outsiders entry.",
1470,1365,"輩",Kanji,comrade,,,"非","車",,,mistake,car,,,HAI,,,,"My comrade's.m mistake.r was driving his car.r. My comrade was very high.o.",
1471,1261,"軸",Kanji,axle,,,"車","由",,,car,reason,,,JIKU,,,,"The axle.m of a car.r is the reason.r for its stability according to Ji.om K.oing the axlesmith.",
1472,1172,"較",Kanji,contrast,,,"車","交",,,car,mix,,,KAKU,,kura.beru,,"In contrast.m with cars.r, mixed.r fule hybrids suck cock.o and corroborate.k hippy stereotypes.",
1473,499,"渉",Kanji,ferry,,,"⺡","歩",,,"water splash",walk,,,SHOU,,wata.ru,,"Ferry.m it across the water.r or walk.r on it. Show.o me a ferry that can cross the water.k.",
1474,1649,"赴",Kanji,proceed,,,"走","ト",,,run,divination,,,FU,,omomu.ku,,"Proceed.m and run.r from the divinition.r lady. She'll proceed to f..o u..o out of all.k ur money.k.",
1475,897,"越",Kanji,pass,,,"走","戊","𠄌",,run,impale,scythe,,ETSU,,ko.su,ko.eru,"He passed.m us running.r, tripped and got impaled.r on a scythe.r. The East.oerner passed us at the cos.kt of his own life.",
1476,597,"超",Kanji,"cross over",,,"走","召",,,run,summon,,,CHOU,,ko.su,ko.eru,"He crossed.m over.m, running.r after being summoned.r. The Cho.osen One was coerced to cross over.",
1477,963,"紹",Kanji,introduce,,,"糸","召",,,thread,summon,,,SHOU,,,,"Introduction.m of fine threads.r summoned.r market forces. Show.o and introduce us.",
1478,1584,"嘆",Kanji,lament,,,"口","𦰩",,,mouth,hardship,,,TAN,,nage.ku,nage.kawashii,"Lament.m with the mouth.r life's hardships.r. I lament tan.oing naked.k so much.",
1479,1534,"咲",Kanji,bloom,,,"口","关",,,mouth,frontier,,,SHOU,,sa.ku,,"Fruits bloom.m ready for my mouth.r at the frontier.r farms. I'll show.o the blooming orchards. Bring a sack.k.",
1480,,"尢",Radical,crooked,,,"一","儿",,,one,legs,,,,,,,"A crooked.m one.r has crooked legs.r.","This is a radical. It never appears by itself, only as a part of other characters. "
1481,,"尤",Kanji,superb,,,"丶 ","尢",,,bloody,crooked,,,YUU,,motto.mo,,"The superb.m crook is bloody.r crooked.r. You,.o and.o only.o you.o, can superbly uncover his secret motto.k.",
1482,1271,"沈",Kanji,sink,,,"⺡","冖","尢",,"water splash",hat,crooked,,CHIN,,shizu.mu,shizu.meru,"Sinking.m in the water.r, his hat.r floated all crooked.r. He sunk up to the chin.o after the seismic.k activity.",
1483,624,"就",Kanji,about,,,"京","尤",,,capital,superb,,,SHUU,,tsu.ku,tsu.ite,"About.m the capital.r, superb.r things are said. Surely.o,  all about it is stunning.k.",
1484,323,"施",Kanji,donate,,,"方","𠂉",,,direction,gun,classical,,SHI,,hodoko.su,,"Donate.m in their directionr.r instead of aiming guns.r at classical.r music performers. She.o in particular, donates to holy.k causes.k.",
1485,783,"旅",Kanji,trip,,,"方","𠂉","斤",,direction,gun,axe,,RYO,,tabi,,"Go on a trip.m in that direction.r. Aim guns.r and axes.r. The riot.o in the tavern.k was a real trip.",
1486,393,"族",Kanji,tribe,,,"方","𠂉","矢",,direction,gun,arrow,,ZOKU,,,,"My tribe.m in that direction.r aims guns.r and arrows.r. My tribe hunts the Zodiac.o Killer.",
1487,,"斿",Radical,drift,,,"方","𠂉","子",,direction,gun,child,,YUU,,,,"It drifted.m in our direction.r. Someone aimed a gun.r at a child.r. You,.o and.o only.o you.o, can drift lifelessly.",
1488,941,"遊",Kanji,play,,,"斿","⻌",,,drift,motion,,,YUU,,aso.bu,aso.basu,"Playfully.m drift.r in slow motion.r. You,.o and.o only.o you.o, can play and absorb.k the blows.",
1489,1548,"脂",Kanji,lard,,,"月","旨",,,organ,delicious,,,SHI,,abura,,"Lard.m from organs.r is delicious.r. She.o in particular, considers lard an aberration.k.",
1490,1569,"把",Kanji,"counter for bundles",,,"⺘","巴",,,"left hand",tomoe,,,HA,,taba,,"We counted.m bundles.m of hand.r painted tomoe.r symbols. HA.o HA.o! Tabatha.k laughed at our bundle counting.",
1491,1469,"肥",Kanji,fertility,,,"月","巴",,,moon,tomoe,,,HI,,futo.u,,"The fertility.m moon.r ritual invoked a tomoe.r symbol. He.o in particular, did a futile.k fertility dance.",
1492,1559,"肌",Kanji,skin,,,"月","几",,,moon,table,,,KI,,hada,,"The skin.m and the organs.r are on the table.r. To keep.o the tradition, we hadda.k do it.",
1493,666,"抗",Kanji,confront,,,"⺘","亢",,,"left hand",joy,,,KOU,,araga.u,,"Contront.m and hand.r-to-hand combant with joy.r. Confront it with cou.orage and arrogance.k.",
1494,665,"航",Kanji,navigate,,,"舟","亢",,,boat,joy,,,KOU,,,,"Let's navigate.m this boat.r with joy.r and cou.orage!",
1495,678,"類",Kanji,type,,,"米","大","頁",,rice,big,page,,RUI,,,,"This type.m of rice.r is big.r. and white like a page.r. It ruins.o other types of crop.",
1496,121,"協",Kanji,cooperation,,,"十","力",,,ten,power,,,KYOU,,,,"Cooperation.m is ten.r times the triple of power.r! In Kyoto.o everyone cooperates.",
1497,1183,"脅",Kanji,threat,,,"力","力","力","月",power,power,power,moon,KYOU,,odo.su,obiya.kasu,"The threat.m tripled in power.r this month.r. In Kyoto.o odious.k assasins are a threat.",
1498,1650,"桑",Kanji,mulberry,,,"又","双","木",,again,pair,tree,,SOU,,kuwa,,"Picking mulberries.m again.r from a pair.r of trees.r. So.o many mulberry trees in Kuwait.k.",
1499,833,"遅",Kanji,slow,,,"尸","羊","⻌",,corpse,sheep,motion,,CHI,,oso.i,oku.reru,"The slow.m twitching corpse.r of the sheep.r moved in slow motion.r. The chi.old was oh.k so.k slow oc.kasionally.",
1500,1298,"漏",Kanji,leak,,,"⺡","尸","雨",,"water splash",corpse,rain,,ROU,,mo.ru,mo.rasu,"Leaking.m water.r splashes.r on our corpses.r in the rain.r. Let's row.o our raft for we have a mortal.k leak.",
1501,,"兹",Radical,lifeline,,,"䒑","幺","幺",,"sewer lid",string,string,,JI,,,,"The lifelines.m tied to a sewer.r lid.r are strings.r attached that bring you to Jesus.o.",
1502,1563,"滋",Kanji,nourish,,,"⺡","兹",,,"water splash",lifeline,,,JI,,,,"Nourishing.m water.r is a lifeline.r that brings you to Jesus.o.",
1503,1686,"磁",Kanji,magnet,,,"石","兹",,,stone,lifeline,,,JI,,,,"A magnet.m is a stone.r that pulls and attracts you like a lifeline.r to Jesus.o.",
1504,966,"併",Kanji,join,,,"⺅","并",,,"standing man",match,,,HEI,,awa.seru,,"Join.m the standing.r man.r with his match.r. He hates.o to be joined to her un#awares.k.",
1505,1528,"瓶",Kanji,jug,,,"并","瓦",,,match,tile,,,BIN,,kame,,"The jug.m matches.r the tiles.r. Place the jug in a bin.o and load up the camel.k.",
1506,1785,"狩",Kanji,hunt,,,"⺨","守",,,animal,protect,,,SHU,,ka.ru,,"When hunting.m animals.r, protect.r yourself. Shoot.o to hunt with care.k. ",
1507,1851,"猟",Kanji,game,,,"⺨","⺌","用",,animal,sparkles,utilize,,RYOU,,,,"Game.m animals.r are lured with sparkles.r utilized.r for hunting. It's a riot.o to trick game.",
1508,1549,"粛",Kanji,solemn,,,"聿","ﾉl","米",,brush,"broken legs",rice,,SHUKU,,,,"The solemn.m brush.r strokes broke.r his legs.r while kneeling on rice.r and shook.o him.",
1509,1155,"斎",Kanji,purify,,,"斉","示",,,simultaneous,"point out",,,SAI,,toki,,"Purify.m it and simultaneously.r point.r out.r the process. I sigh.o after toking.k pure weed.",
1510,,"竟",Radical,finally,,,"立","日","儿",,"stand up",sun,legs,,KYOU,,,,"Finally.m stand.r up.r during the day.r with your legs.r in Kyoto.o.",
1511,346,"境",Kanji,border,,,"土","竟",,,ground,finally,,,KYOU,,,,"The border.m of our ground.r is finally.r secure. Kyoto.o secured its borders.",
1512,1506,"鏡",Kanji,mirror,,,"金","竟",,,gold,finally,,,KYOU,,kagami,,"The mirror.r with the golden.r handle is finally.r mine. Kyoto.o sells fine mirrors to evil cage.k ma.kgicians.",
1513,1857,"偵",Kanji,spy,,,"⺅","貞",,,"standing man",upright,,,TEI,,,,"The spy.m is the man.r standing.r upright.r. Take.o the spy in for interrogation.",
1514,1859,"敢",Kanji,tragic,,,"工","耳","攵",,industry,ear,chair,,KAN,,a.ete,,"In a tragic.m industrial.r accident, he lost his ears.r and is now in a wheel#chair.r. Kyle.o is tragic.",
1515,1729,"呉",Kanji,give,,,"口",|,"ユ","八",mouth,bar,yuan,eight,GO,,ku.reru,,"Give.m to hungry mouths.r granola bars.r and eight.r yuan.r. Go.o give with courtesy.k.",
1516,1827,"娯",Kanji,recreation,,,"女","呉",,,woman,give,,,GO,,,,"Recreation.m with my woman.r and gift-#giving.r. Go.o have some recreation!",
1517,1150,"誤",Kanji,wrong,,,"言","呉",,,talk,give,,,GO,,ayama.ru,,"To be wrong.m is to talk.r and not give.r a damn. Go.o do wrong then, for a.k yam.k shall be taken from thee.",
1518,1272,"誇",Kanji,pride,,,"言","大","二","丂",talk,big,two,obstruct,KO,,hoko.ru,,"Proudly.m talking.r big.r words can twice.r obstruct.r. Pride coats.o the soul, pride hurries.k hatred.",
1519,,"⺗",Radical,campfire,,,"小","⺣",,,small,"bottom fire",,,,,,,"A campfire.m is a small.r fire.r.",
1520,1737,"恭",Kanji,esteem,,,"共","⺗",,,together,campfire,,,KYOU,,,,"Esteem.m holds us together.r around a campfire.r. Kyoto.o residents esteem each other.",
1521,515,"満",Kanji,satisfy,,,"⺡","⺾","両",,"water splash",plant,both,,MAN,,mi.chiru,mi.tasu,"Satisy.m the water.r needs of the plants.r on both.r sides. A man.o is satisfied with his Michigan.k lawn.",
1522,1011,"渋",Kanji,hesitate,,,"⺡","止","冫","冫","water splash",stop,icicle,icicle,JUU,,shibu.i,,"He hesitated.m to splash.r in the water.r and stopped.r frozen like ice.r. The Jew.oish guy hesitated to swim in shipwreck.k",
1523,1545,"粧",Kanji,cosmetics,,,"米","庄",,,rice,level,,,SHOU,,,,"Cosmetics.m whiten the skin like rice.r to a bright level.r. Show.o us your cosmetic enhancement.",
1524,1084,"悩",Kanji,worry,,,"⺖","⺌","凶",,"left heart",sparkles,wicked,,NOU,,naya.masu,naya.mashii,"Worry.m in the heart.r sparkles.r like wickedness.r. Say no.o to the worrisome nay.ksayers.",
1525,459,"脳",Kanji,brain,,,"月","⺌","凶",,organ,sparkles,wicked,,NOU,,,,"The brain.m is the orgain.r that sparks.r wicked.r thoughts.",
1526,2490,"舛",Kanji,ballet,,,"夕","㐄",,,evening,stock,,,BU,,,,"Ballet.m in the evening.r with a girl from good stock.r.",
1527,655,"舞",Kanji,dance,,,"無","舛",,,nothing,ballet,,,BU,,ma.u,mai,"Dancing.m is nothing.r without ballet.r. The audience shall boo.o my.k dancers.",
